Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
0, , , , , 1.81, , , , , , 243.42, 243.42, 243.42, , , , , , , , , , , , , , , , , , , , , 
0.05, , , , , 2.252, , , , , , 301.631, 301.631, 301.631, , , , , , , , , , , , , , , , , , , , , 
0.1, , , , , 2.694, , , , , , 359.843, 359.843, 359.843, , , , , , , , , , , , , , , , , 8.5, 8.5, 1, 0.046, 
0.15, , , , , 3.136, , 0.001, 0.001, , 2.612, 418.054, 418.054, 418.054, 67.1, , , , , , , 38.926, 38.926, , , , , , , , 8.5, 8.5, 1, 0.118, 
0.2, , , , , 3.578, , 0.002, 0.002, , 2.636, 476.265, 476.265, 476.265, 67.1, 0, 0, , , , , 39.281, 39.281, , , , , , , , 8.5, 8.5, 1, 0.193, 
0.25, , , , , 3.858, , 0.003, 0.003, , 2.66, 513.16, 513.16, 513.16, 67.1, 0, 0, 81.929, 66.183, 81.929, 66.183, 39.635, 39.635, 0.024, 0.034, 161.081, 130.123, 161.081, 130.123, 16.301, 8.5, 8.5, 1, 0.268, 
0.3, 18.23, , , 70.56, 4.03, , 0.004, 0.004, , 2.683, 535.843, 535.843, 535.843, 67.1, 0, 0, 81.46, 65.804, 81.46, 65.804, 39.989, 39.989, 0.024, 0.034, 159.282, 128.671, 159.282, 128.671, 16.364, 8.5, 8.5, 1, 0.34, 
0.35, 18.23, , , 70.56, 4.202, , 0.005, 0.005, , 2.703, 558.525, 558.525, 558.525, 67.1, 0, 0, 80.991, 65.426, 80.991, 65.426, 40.288, 40.288, 0.024, 0.034, 157.484, 127.218, 157.484, 127.218, 16.427, 8.5, 8.5, 1, 0.39, 
0.4, 18.23, , , 70.56, 4.374, , 0.005, 0.005, , 2.718, 581.208, 581.208, 581.208, 67.1, 0, 0, 80.523, 65.048, 80.523, 65.048, 40.51, 40.51, 0.024, 0.033, 155.685, 125.766, 155.685, 125.766, 16.49, 8.5, 8.5, 1, 0.44, 
0.45, 18.23, , , 70.56, 4.483, , 0.006, 0.006, , 2.733, 595.582, 595.582, 595.582, 67.1, 0, 0, 80.038, 64.656, 80.038, 64.656, 40.732, 40.732, 0.024, 0.033, 153.884, 124.311, 153.884, 124.311, 16.518, 8.5, 8.5, 1, 0.49, 
0.5, 18.23, , , 70.56, 4.43, , 0.007, 0.007, , 2.748, 588.588, 588.588, 588.588, 67.1, 0, 0, 79.511, 64.231, 79.511, 64.231, 40.954, 40.954, 0.024, 0.034, 152.077, 122.852, 152.077, 122.852, 16.528, 8.5, 8.5, 1, 0.54, 
0.55, 18.23, , , 70.56, 4.376, , 0.007, 0.007, , 2.763, 581.594, 581.594, 581.594, 67.1, 0, 0, 78.985, 63.806, 78.985, 63.806, 41.174, 41.174, 0.024, 0.034, 150.27, 121.392, 150.27, 121.392, 16.537, 8.5, 8.5, 1, 0.59, 
0.6, 18.23, , , 70.56, 4.323, , 0.008, 0.008, , 2.777, 574.6, 574.6, 574.6, 67.1, 0, 0, 78.459, 63.381, 78.459, 63.381, 41.385, 41.385, 0.024, 0.034, 148.463, 119.933, 148.463, 119.933, 16.546, 8.5, 8.5, 1, 0.64, 
0.65, 18.23, , , 70.56, 4.272, , 0.008, 0.008, , 2.791, 567.871, 567.871, 567.871, 67.1, 0, 0, 77.965, 62.982, 77.965, 62.982, 41.597, 41.597, 0.024, 0.034, 146.724, 118.529, 146.724, 118.529, 16.529, 8.5, 8.5, 1, 0.69, 
0.7, 18.23, , , 70.56, 4.244, , 0.009, 0.009, , 2.805, 564.198, 564.198, 564.198, 67.1, 0, 0, 77.841, 62.883, 77.841, 62.883, 41.808, 41.808, 0.024, 0.034, 145.775, 117.762, 145.775, 117.762, 16.492, 8.5, 8.5, 1, 0.74, 
0.75, 18.23, , , 70.56, 4.216, , 0.009, 0.009, , 2.819, 560.524, 560.524, 560.524, 67.1, 0, 0, 77.718, 62.783, 77.718, 62.783, 42.02, 42.02, 0.024, 0.034, 144.826, 116.995, 144.826, 116.995, 16.456, 8.5, 8.5, 1, 0.79, 
0.8, 18.23, , , 70.56, 4.188, , 0.01, 0.01, , 2.833, 556.85, 556.85, 556.85, 67.1, 0, 0, 77.594, 62.683, 77.594, 62.683, 42.227, 42.227, 0.024, 0.034, 143.877, 116.228, 143.877, 116.228, 16.419, 8.5, 8.5, 1, 0.84, 
0.85, 18.23, , , 70.56, 4.16, , 0.011, 0.011, , 2.847, 553.177, 553.177, 553.177, 67.1, 0, 0, 77.47, 62.584, 77.47, 62.584, 42.434, 42.434, 0.024, 0.034, 142.928, 115.461, 142.928, 115.461, 16.41, 8.5, 8.5, 1, 0.89, 
0.9, 18.23, , , 70.56, 4.141, , 0.011, 0.011, , 2.861, 550.674, 550.674, 550.674, 67.1, 0, 0, 77.489, 62.599, 77.489, 62.599, 42.641, 42.641, 0.024, 0.034, 142.281, 114.938, 142.281, 114.938, 16.429, 8.5, 8.5, 1, 0.94, 
0.95, 18.23, , , 70.56, 4.122, , 0.012, 0.012, , 2.875, 548.22, 548.22, 548.22, 67.1, 0, 0, 77.514, 62.619, 77.514, 62.619, 42.848, 42.848, 0.024, 0.034, 141.647, 114.426, 141.647, 114.426, 16.448, 8.5, 8.5, 1, 0.99, 
1, 18.23, , , 70.56, 4.103, , 0.012, 0.012, , 2.888, 545.766, 545.766, 545.766, 67.1, 0, 0, 77.539, 62.639, 77.539, 62.639, 43.049, 43.049, 0.024, 0.034, 141.012, 113.913, 141.012, 113.913, 16.467, 8.5, 8.5, 1, 1.04, 
1.05, 18.23, , , 70.56, 4.084, , 0.013, 0.013, , 2.902, 543.312, 543.312, 543.312, 67.1, 0, 0, 77.564, 62.659, 77.564, 62.659, 43.25, 43.25, 0.024, 0.034, 140.378, 113.401, 140.378, 113.401, 16.492, 8.5, 8.5, 1, 1.09, 
1.1, 18.23, , , 70.56, 4.072, , 0.014, 0.014, , 2.916, 541.677, 541.677, 541.677, 67.1, 0, 0, 77.686, 62.757, 77.686, 62.757, 43.452, 43.452, 0.024, 0.034, 139.955, 113.059, 139.955, 113.059, 16.526, 8.5, 8.5, 1, 1.14, 
1.15, 18.23, 24.29, 69.46, 70.56, 4.059, 1.238, 0.014, 0.014, , 2.929, 540.093, 540.093, 540.093, 67.1, 0, 0, 77.815, 62.861, 77.815, 62.861, 43.653, 43.653, 0.024, 0.034, 139.546, 112.728, 139.546, 112.728, 16.56, 8.5, 8.5, 1, 1.19, 
1.2, 18.23, 24.29, 69.46, 70.56, 4.047, 1.238, 0.015, 0.015, , 2.943, 538.51, 538.51, 538.51, 67.1, 0, 0, 77.944, 62.964, 77.944, 62.964, 43.852, 43.852, 0.024, 0.034, 139.137, 112.397, 139.137, 112.397, 16.594, 8.5, 8.5, 1, 1.24, 
1.25, 18.23, 24.29, 69.46, 70.56, 4.035, 1.238, 0.015, 0.015, , 2.956, 536.927, 536.927, 536.927, 67.1, 0, 0, 78.072, 63.068, 78.072, 63.068, 44.051, 44.051, 0.024, 0.034, 138.728, 112.067, 138.728, 112.067, 16.613, 8.5, 8.5, 1, 1.29, 
1.3, 18.23, 24.29, 69.46, 70.56, 4.031, 1.238, 0.016, 0.016, , 2.969, 536.361, 536.361, 536.361, 67.1, 0, 0, 78.345, 63.288, 78.345, 63.288, 44.25, 44.25, 0.024, 0.034, 138.582, 111.949, 138.582, 111.949, 16.609, 8.5, 8.5, 1, 1.34, 
1.35, 18.23, 24.29, 69.46, 70.56, 4.026, 1.238, 0.017, 0.017, , 2.983, 535.816, 535.816, 535.816, 67.1, 0, 0, 78.621, 63.511, 78.621, 63.511, 44.449, 44.449, 0.024, 0.034, 138.442, 111.835, 138.442, 111.835, 16.605, 8.5, 8.5, 1, 1.39, 
1.4, 18.23, 24.29, 69.46, 70.56, 4.022, 1.238, 0.017, 0.017, , 2.996, 535.271, 535.271, 535.271, 67.1, 0, 0, 78.897, 63.734, 78.897, 63.734, 44.65, 44.65, 0.024, 0.033, 138.301, 111.722, 138.301, 111.722, 16.601, 8.5, 8.5, 1, 1.44, 
1.45, 18.23, 24.29, 69.46, 70.56, 4.02, 1.238, 0.018, 0.018, , 3.01, 535.08, 535.08, 535.08, 67.1, 0, 0, 79.226, 64, 79.226, 64, 44.85, 44.85, 0.024, 0.033, 138.252, 111.682, 138.252, 111.682, 16.592, 8.5, 8.5, 1, 1.49, 
1.5, 18.23, 24.29, 69.46, 70.56, 4.043, 1.238, 0.018, 0.018, , 3.023, 538.076, 538.076, 538.076, 67.1, 0, 0, 80.035, 64.654, 80.035, 64.654, 45.051, 45.051, 0.024, 0.034, 139.026, 112.308, 139.026, 112.308, 16.573, 8.5, 8.5, 1, 1.54, 
1.55, 18.23, 24.29, 69.46, 70.56, 4.066, 1.238, 0.019, 0.019, , 3.036, 541.072, 541.072, 541.072, 67.1, 0, 0, 80.844, 65.308, 80.844, 65.308, 45.252, 45.252, 0.024, 0.034, 139.8, 112.932, 139.8, 112.932, 16.554, 8.5, 8.5, 1, 1.59, 
1.6, 18.23, 24.29, 69.46, 70.561, 4.088, 1.238, 0.02, 0.02, , 3.05, 544.068, 544.068, 544.068, 67.1, 0, 0, 81.654, 65.962, 81.654, 65.962, 45.455, 45.455, 0.024, 0.034, 140.573, 113.558, 140.573, 113.558, 16.535, 8.5, 8.5, 1, 1.64, 
1.65, 18.23, 24.29, 69.46, 70.563, 4.119, 1.238, 0.02, 0.02, , 3.064, 548.144, 548.144, 548.144, 67.1, 0, 0, 82.636, 66.756, 82.636, 66.756, 45.659, 45.659, 0.024, 0.034, 141.626, 114.408, 141.626, 114.408, 16.516, 8.5, 8.5, 1, 1.69, 
1.7, 18.23, 24.29, 69.46, 70.565, 4.169, 1.238, 0.021, 0.021, , 3.078, 554.739, 554.739, 554.739, 67.1, 0, 0, 84.021, 67.876, 84.021, 67.876, 45.863, 45.863, 0.024, 0.034, 143.329, 115.784, 143.329, 115.784, 16.497, 8.5, 8.5, 1, 1.74, 
1.75, 18.23, 24.29, 69.46, 70.567, 4.219, 1.238, 0.022, 0.022, , 3.092, 561.335, 561.335, 561.335, 67.1, 0, 0, 85.407, 68.995, 85.407, 68.995, 46.07, 46.07, 0.024, 0.034, 145.033, 117.161, 145.033, 117.161, 16.478, 8.5, 8.5, 1, 1.79, 
1.8, 18.23, 24.29, 69.46, 70.569, 4.269, 1.238, 0.022, 0.022, , 3.106, 567.931, 567.931, 567.931, 67.1, 0, 0, 86.793, 70.115, 86.793, 70.115, 46.282, 46.282, 0.024, 0.034, 146.736, 118.537, 146.736, 118.537, 16.458, 8.5, 8.5, 1, 1.84, 
1.85, 18.23, 24.29, 69.46, 70.571, 4.321, 1.238, 0.023, 0.023, , 3.12, 574.846, 574.846, 574.846, 67.1, 0, 0, 88.255, 71.297, 88.255, 71.297, 46.495, 46.495, 0.024, 0.034, 148.523, 119.98, 148.523, 119.98, 16.447, 8.5, 8.5, 1, 1.89, 
1.9, 18.23, 24.29, 69.46, 70.573, 4.376, 1.238, 0.023, 0.023, , 3.134, 582.032, 582.032, 582.032, 67.1, 0, 0, 89.784, 72.532, 89.784, 72.532, 46.707, 46.707, 0.024, 0.034, 150.38, 121.48, 150.38, 121.48, 16.47, 8.5, 8.5, 1, 1.94, 
1.95, 18.23, 24.29, 69.46, 70.575, 4.43, 1.238, 0.024, 0.024, , 3.149, 589.218, 589.218, 589.218, 67.1, 0, 0, 91.312, 73.767, 91.312, 73.767, 46.926, 46.926, 0.024, 0.034, 152.238, 122.98, 152.238, 122.98, 16.492, 8.5, 8.5, 1, 1.99, 
2, 18.23, 24.29, 69.46, 70.577, 4.484, 1.238, 0.025, 0.025, , 3.164, 596.404, 596.404, 596.404, 67.1, 0, 0, 92.841, 75.002, 92.841, 75.002, 47.149, 47.149, 0.024, 0.034, 154.095, 124.48, 154.095, 124.48, 16.515, 8.5, 8.5, 1, 2.04, 
2.05, 18.23, 24.29, 69.46, 70.579, 4.537, 1.238, 0.025, 0.025, , 3.179, 603.287, 603.287, 603.287, 67.1, 0, 0, 94.375, 76.24, 94.375, 76.24, 47.372, 47.372, 0.024, 0.034, 155.874, 125.917, 155.874, 125.917, 16.54, 8.5, 8.5, 1, 2.09, 
2.1, 18.23, 24.29, 69.46, 70.581, 4.588, 1.238, 0.026, 0.026, , 3.194, 610.122, 610.122, 610.122, 67.1, 0, 0, 95.909, 77.479, 95.909, 77.479, 47.595, 47.595, 0.024, 0.034, 157.641, 127.344, 157.641, 127.344, 16.584, 8.5, 8.5, 1, 2.14, 
2.15, 18.23, 24.29, 69.46, 70.583, 4.64, 1.238, 0.027, 0.027, , 3.209, 616.956, 616.956, 616.956, 67.1, 0, 0, 97.444, 78.718, 97.444, 78.718, 47.826, 47.826, 0.024, 0.034, 159.407, 128.771, 159.407, 128.771, 16.629, 8.5, 8.5, 1, 2.19, 
2.2, 18.23, 24.29, 69.46, 70.584, 4.693, 1.238, 0.027, 0.027, , 3.225, 623.996, 623.996, 623.996, 67.1, 0, 0, 99.024, 79.995, 99.024, 79.995, 48.058, 48.058, 0.024, 0.034, 161.227, 130.24, 161.227, 130.24, 16.673, 8.5, 8.5, 1, 2.24, 
2.25, 18.23, 24.29, 69.46, 70.586, 4.752, 1.238, 0.028, 0.028, , 3.241, 631.687, 631.687, 631.687, 67.1, 0, 0, 100.751, 81.388, 100.751, 81.388, 48.29, 48.29, 0.024, 0.034, 163.214, 131.845, 163.214, 131.845, 16.714, 8.5, 8.5, 1, 2.29, 
2.3, 18.23, 24.29, 69.46, 70.588, 4.81, 1.238, 0.029, 0.029, , 3.257, 639.379, 639.379, 639.379, 67.1, 0, 0, 102.477, 82.782, 102.477, 82.782, 48.526, 48.526, 0.024, 0.033, 165.202, 133.45, 165.202, 133.45, 16.706, 8.5, 8.5, 1, 2.34, 
2.35, 18.23, 24.29, 69.46, 70.59, 4.868, 1.238, 0.029, 0.029, , 3.273, 647.07, 647.07, 647.07, 67.1, 0, 0, 104.203, 84.176, 104.203, 84.176, 48.768, 48.768, 0.024, 0.033, 167.189, 135.054, 167.189, 135.054, 16.698, 8.5, 8.5, 1, 2.39, 
2.4, 18.23, 24.29, 69.46, 70.592, 4.931, 1.238, 0.03, 0.03, , 3.289, 655.455, 655.455, 655.455, 67.1, 0, 0, 106.089, 85.699, 106.089, 85.699, 49.009, 49.009, 0.024, 0.033, 169.356, 136.804, 169.356, 136.804, 16.69, 8.5, 8.5, 1, 2.44, 
2.45, 18.23, 24.29, 69.46, 70.594, 4.998, 1.238, 0.031, 0.031, , 3.305, 664.198, 664.198, 664.198, 67.1, 0, 0, 108.058, 87.289, 108.058, 87.289, 49.251, 49.251, 0.024, 0.033, 171.614, 138.628, 171.614, 138.628, 16.683, 8.5, 8.5, 1, 2.49, 
2.5, 18.23, 24.29, 69.46, 70.596, 5.064, 1.238, 0.031, 0.031, , 3.322, 672.941, 672.941, 672.941, 67.1, 0, 0, 110.026, 88.879, 110.026, 88.879, 49.504, 49.504, 0.024, 0.033, 173.873, 140.453, 173.873, 140.453, 16.664, 8.5, 8.5, 1, 2.54, 
2.55, 18.23, 24.29, 69.46, 70.598, 5.131, 1.238, 0.032, 0.032, , 3.339, 681.806, 681.806, 681.806, 67.1, 0, 0, 112.027, 90.495, 112.027, 90.495, 49.758, 49.758, 0.024, 0.033, 176.163, 142.302, 176.163, 142.302, 16.646, 8.5, 8.5, 1, 2.59, 
2.6, 18.23, 24.29, 69.46, 70.6, 5.203, 1.238, 0.033, 0.033, , 3.356, 691.31, 691.31, 691.31, 67.1, 0, 0, 114.196, 92.247, 114.196, 92.247, 50.013, 50.013, 0.024, 0.033, 178.618, 144.286, 178.618, 144.286, 16.628, 8.5, 8.5, 1, 2.64, 
2.65, 18.23, 24.29, 69.46, 70.602, 5.275, 1.238, 0.033, 0.033, , 3.374, 700.814, 700.814, 700.814, 67.1, 0, 0, 116.364, 93.998, 116.364, 93.998, 50.271, 50.271, 0.024, 0.033, 181.073, 146.27, 181.073, 146.27, 16.609, 8.5, 8.5, 1, 2.69, 
2.7, 18.23, 24.29, 69.46, 70.604, 5.347, 1.238, 0.034, 0.034, , 3.391, 710.319, 710.319, 710.319, 67.1, 0, 0, 118.533, 95.75, 118.533, 95.75, 50.536, 50.536, 0.024, 0.033, 183.528, 148.254, 183.528, 148.254, 16.587, 8.5, 8.5, 1, 2.74, 
2.75, 18.23, 24.29, 69.46, 70.606, 5.408, 1.238, 0.035, 0.035, , 3.409, 718.438, 718.438, 718.438, 67.1, 0, 0, 120.526, 97.361, 120.526, 97.361, 50.801, 50.801, 0.024, 0.033, 185.625, 149.949, 185.625, 149.949, 16.564, 8.5, 8.5, 1, 2.79, 
2.8, 18.23, 24.29, 69.46, 70.608, 5.466, 1.238, 0.036, 0.036, , 3.427, 726.018, 726.018, 726.018, 67.1, 0, 0, 122.452, 98.917, 122.452, 98.917, 51.066, 51.066, 0.024, 0.033, 187.583, 151.531, 187.583, 151.531, 16.541, 8.5, 8.5, 1, 2.84, 
2.85, 18.23, 24.29, 69.46, 70.609, 5.523, 1.238, 0.036, 0.036, , 3.445, 733.599, 733.599, 733.599, 67.1, 0, 0, 124.378, 100.474, 124.378, 100.474, 51.342, 51.342, 0.024, 0.033, 189.542, 153.113, 189.542, 153.113, 16.518, 8.5, 8.5, 1, 2.89, 
2.9, 18.23, 24.29, 69.46, 70.609, 5.584, 1.238, 0.037, 0.037, , 3.464, 741.601, 741.601, 741.601, 67.1, 0, 0, 126.403, 102.111, 126.403, 102.111, 51.619, 51.619, 0.024, 0.033, 191.609, 154.783, 191.609, 154.783, 16.567, 8.5, 8.5, 1, 2.94, 
2.95, 18.23, 24.29, 69.46, 70.609, 5.65, 1.238, 0.038, 0.038, , 3.483, 750.352, 750.352, 750.352, 67.1, 0, 0, 128.607, 103.891, 128.607, 103.891, 51.896, 51.896, 0.024, 0.033, 193.869, 156.609, 193.869, 156.609, 16.625, 8.5, 8.5, 1, 2.99, 
3, 18.23, 24.29, 69.46, 70.608, 5.716, 1.238, 0.038, 0.038, , 3.502, 759.104, 759.104, 759.104, 67.1, 0, 0, 130.81, 105.671, 130.81, 105.671, 52.18, 52.18, 0.024, 0.034, 196.13, 158.436, 196.13, 158.436, 16.684, 8.5, 8.5, 1, 3.04, 
3.05, 18.23, 24.29, 69.46, 70.607, 5.783, 1.238, 0.039, 0.039, , 3.521, 767.897, 767.897, 767.897, 67.1, 0, 0, 133.024, 107.46, 133.024, 107.46, 52.466, 52.466, 0.024, 0.034, 198.401, 160.272, 198.401, 160.272, 16.742, 8.5, 8.5, 1, 3.09, 
3.1, 18.23, 24.29, 69.46, 70.606, 5.857, 1.238, 0.04, 0.04, , 3.54, 777.693, 777.693, 777.693, 67.1, 0, 0, 135.488, 109.45, 135.488, 109.45, 52.752, 52.752, 0.024, 0.034, 200.932, 162.316, 200.932, 162.316, 16.79, 8.5, 8.5, 1, 3.14, 
3.15, 18.23, 24.29, 69.46, 70.606, 5.931, 1.238, 0.041, 0.041, , 3.56, 787.489, 787.489, 787.489, 67.1, 0, 0, 137.953, 111.441, 137.953, 111.441, 53.044, 53.044, 0.024, 0.033, 203.463, 164.361, 203.463, 164.361, 16.837, 8.5, 8.5, 1, 3.19, 
3.2, 18.23, 24.29, 69.46, 70.605, 6.005, 1.238, 0.042, 0.042, , 3.58, 797.285, 797.285, 797.285, 67.1, 0, 0, 140.418, 113.432, 140.418, 113.432, 53.344, 53.344, 0.024, 0.033, 205.993, 166.405, 205.993, 166.405, 16.883, 8.5, 8.5, 1, 3.24, 
3.25, 18.23, 24.29, 69.46, 70.604, 6.076, 1.238, 0.043, 0.043, , 3.6, 806.72, 806.72, 806.72, 67.1, 0, 0, 142.895, 115.434, 142.895, 115.434, 53.643, 53.643, 0.024, 0.033, 208.432, 168.375, 208.432, 168.375, 16.929, 8.5, 8.5, 1, 3.29, 
3.3, 18.23, 24.29, 69.46, 70.603, 6.147, 1.238, 0.043, 0.043, , 3.62, 816.052, 816.052, 816.052, 67.1, 0, 0, 145.377, 117.438, 145.377, 117.438, 53.944, 53.944, 0.024, 0.033, 210.844, 170.323, 210.844, 170.323, 16.939, 8.5, 8.5, 1, 3.34, 
3.35, 18.23, 24.29, 69.46, 70.603, 6.218, 1.238, 0.044, 0.044, , 3.641, 825.385, 825.385, 825.385, 67.1, 0, 0, 147.858, 119.443, 147.858, 119.443, 54.252, 54.252, 0.024, 0.033, 213.257, 172.272, 213.257, 172.272, 16.938, 8.5, 8.5, 1, 3.39, 
3.4, 18.23, 24.29, 69.46, 70.602, 6.296, 1.238, 0.045, 0.045, , 3.661, 835.742, 835.742, 835.742, 67.1, 0, 0, 150.576, 121.639, 150.576, 121.639, 54.561, 54.561, 0.024, 0.033, 215.933, 174.434, 215.933, 174.434, 16.937, 8.5, 8.5, 1, 3.44, 
3.45, 18.23, 24.29, 69.46, 70.601, 6.38, 1.238, 0.046, 0.046, , 3.682, 846.84, 846.84, 846.84, 67.1, 0, 0, 153.465, 123.972, 153.465, 123.972, 54.869, 54.869, 0.024, 0.033, 218.8, 176.75, 218.8, 176.75, 16.935, 8.5, 8.5, 1, 3.49, 
3.5, 18.23, 24.29, 69.46, 70.6, 6.464, 1.238, 0.046, 0.046, , 3.704, 857.938, 857.938, 857.938, 67.1, 0, 0, 156.354, 126.306, 156.354, 126.306, 55.191, 55.191, 0.024, 0.033, 221.667, 179.066, 221.667, 179.066, 16.927, 8.5, 8.5, 1, 3.54, 
3.55, 18.23, 24.29, 69.46, 70.599, 6.545, 1.238, 0.047, 0.047, , 3.725, 868.678, 868.678, 868.678, 67.1, 0, 0, 159.225, 128.625, 159.225, 128.625, 55.513, 55.513, 0.024, 0.033, 224.442, 181.308, 224.442, 181.308, 16.916, 8.5, 8.5, 1, 3.59, 
3.6, 18.23, 24.29, 69.46, 70.599, 6.623, 1.238, 0.048, 0.048, , 3.747, 878.923, 878.923, 878.923, 67.1, 0, 0, 162.069, 130.922, 162.069, 130.922, 55.835, 55.835, 0.024, 0.033, 227.09, 183.446, 227.09, 183.446, 16.905, 8.5, 8.5, 1, 3.64, 
3.65, 18.23, 24.29, 69.46, 70.598, 6.7, 1.238, 0.049, 0.049, , 3.769, 889.168, 889.168, 889.168, 67.1, 0, 0, 164.913, 133.219, 164.913, 133.219, 56.168, 56.168, 0.024, 0.033, 229.738, 185.584, 229.738, 185.584, 16.893, 8.5, 8.5, 1, 3.69, 
3.7, 18.23, 24.29, 69.46, 70.597, 6.771, 1.238, 0.049, 0.049, , 3.792, 898.543, 898.543, 898.543, 67.1, 0, 0, 167.626, 135.41, 167.626, 135.41, 56.503, 56.503, 0.024, 0.033, 232.161, 187.541, 232.161, 187.541, 16.849, 8.5, 8.5, 1, 3.74, 
3.75, 18.23, 24.29, 69.46, 70.596, 6.829, 1.238, 0.05, 0.05, , 3.814, 906.229, 906.229, 906.229, 67.1, 0, 0, 170.085, 137.395, 170.085, 137.395, 56.838, 56.838, 0.024, 0.033, 234.147, 189.146, 234.147, 189.146, 16.786, 8.5, 8.5, 1, 3.79, 
3.8, 18.23, 24.29, 69.46, 70.596, 6.887, 1.238, 0.051, 0.051, , 3.837, 913.915, 913.915, 913.915, 67.1, 0, 0, 172.544, 139.38, 172.544, 139.38, 57.18, 57.18, 0.024, 0.033, 236.134, 190.751, 236.134, 190.751, 16.722, 8.5, 8.5, 1, 3.84, 
3.85, 18.23, 24.29, 69.46, 70.595, 6.941, 1.238, 0.052, 0.052, , 3.86, 920.99, 920.99, 920.99, 67.1, 0, 0, 174.907, 141.289, 174.907, 141.289, 57.523, 57.523, 0.024, 0.033, 237.962, 192.229, 237.962, 192.229, 16.659, 8.5, 8.5, 1, 3.89, 
