Time, (DWRT ATMO) Humidity, (DWRT ATMO) Pressure, (DWRT ATMO) Temperature 1, (DWRT ATMO) Temperature 2, (DWRT CPU) Acceleration, (DWRT CPU) Correction Factor, (DWRT CPU) Distance, (DWRT CPU) Distance 1, (DWRT CPU) Distance 2, (DWRT CPU) Engine RPM, (DWRT CPU) Force, (DWRT CPU) Force 1, (DWRT CPU) Force Drum 1, (DWRT CPU) Gear Ratio, (DWRT CPU) Link 0 Status, (DWRT CPU) Link 1 Status, (DWRT CPU) Power, (DWRT CPU) Power (uncorrected), (DWRT CPU) Power Drum 1, (DWRT CPU) Power Drum 1 (uncorrected), (DWRT CPU) Speed, (DWRT CPU) Speed 1, (DWRT CPU) TCP RX kB/s, (DWRT CPU) TCP TX kB/s, (DWRT CPU) Torque, (DWRT CPU) Torque (uncorrected), (DWRT CPU) Torque Drum 1, (DWRT CPU) Torque Drum 1 (uncorrected), (DWRT CPU) UDP RX kB/s, (DWRT CPU) User Analog 1, (DWRT CPU) WB Volts Petrol AFR, (Gen) Sampling, (Gen) Sampling Duration, 
3.9, 18.23, 24.29, 69.46, 70.594, 6.984, 1.238, 0.052, 0.052, , 3.883, 926.639, 926.639, 926.639, 67.1, 0, 0, 177.048, 143.019, 177.048, 143.019, 57.866, 57.866, 0.024, 0.033, 239.42, 193.408, 239.42, 193.408, 16.67, 8.5, 8.5, 1, 3.94, 
3.95, 18.23, 24.29, 69.46, 70.593, 7.026, 1.238, 0.053, 0.053, , 3.906, 932.288, 932.288, 932.288, 67.1, 0, 0, 179.189, 144.749, 179.189, 144.749, 58.215, 58.215, 0.024, 0.033, 240.879, 194.588, 240.879, 194.588, 16.736, 8.5, 8.5, 1, 3.99, 
4, 18.23, 24.29, 69.46, 70.593, 7.066, 1.238, 0.054, 0.054, , 3.93, 937.591, 937.591, 937.591, 67.1, 0, 0, 181.281, 146.439, 181.281, 146.439, 58.566, 58.566, 0.024, 0.033, 242.248, 195.695, 242.248, 195.695, 16.801, 8.5, 8.5, 1, 4.04, 
4.05, 18.23, 24.29, 69.46, 70.592, 7.1, 1.238, 0.055, 0.055, , 3.953, 942.158, 942.158, 942.158, 67.1, 0, 0, 183.267, 148.045, 183.267, 148.045, 58.916, 58.916, 0.024, 0.033, 243.427, 196.647, 243.427, 196.647, 16.866, 8.5, 8.5, 1, 4.09, 
4.1, 18.23, 24.29, 69.46, 70.591, 7.135, 1.238, 0.056, 0.056, , 3.977, 946.725, 946.725, 946.725, 67.1, 0, 0, 185.253, 149.651, 185.253, 149.651, 59.27, 59.27, 0.024, 0.033, 244.607, 197.599, 244.607, 197.599, 16.929, 8.5, 8.5, 1, 4.14, 
4.15, 18.23, 24.29, 69.46, 70.59, 7.166, 1.238, 0.057, 0.057, , 4.001, 950.917, 950.917, 950.917, 67.1, 0, 0, 187.18, 151.209, 187.18, 151.209, 59.626, 59.626, 0.024, 0.033, 245.691, 198.473, 245.691, 198.473, 16.99, 8.5, 8.5, 1, 4.19, 
4.2, 18.23, 24.29, 69.46, 70.59, 7.194, 1.238, 0.057, 0.057, , 4.025, 954.547, 954.547, 954.547, 67.1, 0, 0, 189.017, 152.693, 189.017, 152.693, 59.981, 59.981, 0.024, 0.033, 246.63, 199.23, 246.63, 199.23, 17.05, 8.5, 8.5, 1, 4.24, 
4.25, 18.23, 24.29, 69.46, 70.59, 7.221, 1.238, 0.058, 0.058, , 4.048, 958.178, 958.178, 958.178, 67.1, 0, 0, 190.853, 154.177, 190.853, 154.177, 60.337, 60.337, 0.024, 0.033, 247.569, 199.987, 247.569, 199.987, 17.111, 8.5, 8.5, 1, 4.29, 
4.3, 18.23, 24.29, 69.46, 70.59, 7.251, 1.238, 0.059, 0.059, , 4.072, 962.16, 962.16, 962.16, 67.1, 0, 0, 192.786, 155.739, 192.786, 155.739, 60.694, 60.694, 0.024, 0.033, 248.599, 200.817, 248.599, 200.817, 17.134, 8.5, 8.5, 1, 4.34, 
4.35, 18.23, 24.29, 69.46, 70.59, 7.283, 1.238, 0.06, 0.06, , 4.096, 966.469, 966.469, 966.469, 67.1, 0, 0, 194.807, 157.372, 194.807, 157.372, 61.051, 61.051, 0.024, 0.033, 249.712, 201.716, 249.712, 201.716, 17.11, 8.5, 8.5, 1, 4.39, 
4.4, 18.23, 24.29, 69.46, 70.59, 7.316, 1.238, 0.061, 0.061, , 4.121, 970.777, 970.777, 970.777, 67.1, 0, 0, 196.829, 159.005, 196.829, 159.005, 61.414, 61.414, 0.024, 0.033, 250.826, 202.615, 250.826, 202.615, 17.085, 8.5, 8.5, 1, 4.44, 
4.45, 18.23, 24.29, 69.46, 70.59, 7.349, 1.238, 0.062, 0.062, , 4.145, 975.245, 975.245, 975.245, 67.1, 0, 0, 198.909, 160.686, 198.909, 160.686, 61.776, 61.776, 0.024, 0.033, 251.98, 203.548, 251.98, 203.548, 17.061, 8.5, 8.5, 1, 4.49, 
4.5, 18.23, 24.29, 69.46, 70.59, 7.383, 1.238, 0.062, 0.062, , 4.17, 979.781, 979.781, 979.781, 67.1, 0, 0, 201.015, 162.387, 201.015, 162.387, 62.14, 62.14, 0.024, 0.033, 253.15, 204.496, 253.15, 204.496, 17.029, 8.5, 8.5, 1, 4.54, 
4.55, 18.23, 24.29, 69.46, 70.59, 7.417, 1.238, 0.063, 0.063, , 4.195, 984.317, 984.317, 984.317, 67.1, 0, 0, 203.122, 164.089, 203.122, 164.089, 62.508, 62.508, 0.024, 0.033, 254.321, 205.444, 254.321, 205.444, 16.987, 8.5, 8.5, 1, 4.59, 
4.6, 18.23, 24.29, 69.46, 70.59, 7.435, 1.238, 0.064, 0.064, , 4.22, 986.75, 986.75, 986.75, 67.1, 0, 0, 204.832, 165.47, 204.832, 165.47, 62.876, 62.876, 0.024, 0.033, 254.949, 205.953, 254.949, 205.953, 16.944, 8.5, 8.5, 1, 4.64, 
4.65, 18.23, 24.29, 69.46, 70.59, 7.452, 1.238, 0.065, 0.065, , 4.244, 989, 989, 989, 67.1, 0, 0, 206.509, 166.823, 206.509, 166.823, 63.246, 63.246, 0.024, 0.033, 255.53, 206.424, 255.53, 206.424, 16.901, 8.5, 8.5, 1, 4.69, 
4.7, 18.23, 24.29, 69.46, 70.59, 7.467, 1.238, 0.066, 0.066, , 4.27, 991.034, 991.034, 991.034, 67.1, 0, 0, 208.141, 168.141, 208.141, 168.141, 63.618, 63.618, 0.024, 0.033, 256.056, 206.849, 256.056, 206.849, 16.852, 8.5, 8.5, 1, 4.74, 
4.75, 18.23, 24.29, 69.46, 70.59, 7.476, 1.238, 0.067, 0.067, , 4.294, 992.207, 992.207, 992.207, 67.1, 0, 0, 209.599, 169.318, 209.599, 169.318, 63.99, 63.99, 0.024, 0.033, 256.359, 207.093, 256.359, 207.093, 16.788, 8.5, 8.5, 1, 4.79, 
4.8, 18.23, 24.29, 69.46, 70.59, 7.484, 1.238, 0.068, 0.068, , 4.319, 993.379, 993.379, 993.379, 67.1, 0, 0, 211.056, 170.496, 211.056, 170.496, 64.362, 64.362, 0.024, 0.033, 256.663, 207.338, 256.663, 207.338, 16.725, 8.5, 8.5, 1, 4.84, 
4.85, 18.23, 24.29, 69.46, 70.59, 7.491, 1.238, 0.068, 0.068, , 4.344, 994.272, 994.272, 994.272, 67.1, 0, 0, 212.463, 171.633, 212.463, 171.633, 64.733, 64.733, 0.024, 0.033, 256.895, 207.524, 256.895, 207.524, 16.661, 8.5, 8.5, 1, 4.89, 
4.9, 18.23, 24.29, 69.46, 70.59, 7.495, 1.238, 0.069, 0.069, , 4.369, 994.885, 994.885, 994.885, 67.1, 0, 0, 213.819, 172.73, 213.819, 172.73, 65.105, 65.105, 0.024, 0.033, 257.054, 207.653, 257.054, 207.653, 16.627, 8.5, 8.5, 1, 4.94, 
4.95, 18.23, 24.29, 69.46, 70.59, 7.499, 1.238, 0.07, 0.07, , 4.394, 995.499, 995.499, 995.499, 67.1, 0, 0, 215.175, 173.826, 215.175, 173.826, 65.479, 65.479, 0.024, 0.033, 257.213, 207.782, 257.213, 207.782, 16.677, 8.5, 8.5, 1, 4.99, 
5, 18.23, 24.29, 69.46, 70.59, 7.502, 1.238, 0.071, 0.071, , 4.419, 995.917, 995.917, 995.917, 67.1, 0, 0, 216.488, 174.886, 216.488, 174.886, 65.853, 65.853, 0.024, 0.033, 257.32, 207.869, 257.32, 207.869, 16.728, 8.5, 8.5, 1, 5.04, 
5.05, 18.23, 24.29, 69.46, 70.59, 7.505, 1.238, 0.072, 0.072, , 4.444, 996.302, 996.302, 996.302, 67.1, 0, 0, 217.793, 175.939, 217.793, 175.939, 66.225, 66.225, 0.024, 0.034, 257.42, 207.949, 257.42, 207.949, 16.778, 8.5, 8.5, 1, 5.09, 
5.1, 18.23, 24.29, 69.46, 70.59, 7.508, 1.238, 0.073, 0.073, , 4.469, 996.761, 996.761, 996.761, 67.1, 0, 0, 219.118, 177.009, 219.118, 177.009, 66.597, 66.597, 0.024, 0.034, 257.538, 208.045, 257.538, 208.045, 16.842, 8.5, 8.5, 1, 5.14, 
5.15, 18.23, 24.29, 69.46, 70.59, 7.513, 1.238, 0.074, 0.074, , 4.494, 997.455, 997.455, 997.455, 67.1, 0, 0, 220.505, 178.128, 220.505, 178.128, 66.968, 66.968, 0.024, 0.034, 257.718, 208.189, 257.718, 208.189, 16.961, 8.5, 8.5, 1, 5.19, 
5.2, 18.23, 24.29, 69.46, 70.59, 7.518, 1.238, 0.075, 0.075, , 4.519, 998.148, 998.148, 998.148, 67.1, 0, 0, 221.891, 179.247, 221.891, 179.247, 67.342, 67.342, 0.024, 0.033, 257.898, 208.334, 257.898, 208.334, 17.081, 8.5, 8.5, 1, 5.24, 
5.25, 18.23, 24.29, 69.46, 70.59, 7.519, 1.238, 0.076, 0.076, , 4.544, 998.381, 998.381, 998.381, 67.1, 0, 0, 223.173, 180.282, 223.173, 180.282, 67.716, 67.716, 0.024, 0.033, 257.958, 208.383, 257.958, 208.383, 17.2, 8.5, 8.5, 1, 5.29, 
5.3, 18.23, 24.29, 69.46, 70.59, 7.519, 1.238, 0.077, 0.077, , 4.569, 998.396, 998.396, 998.396, 67.1, 0, 0, 224.405, 181.278, 224.405, 181.278, 68.089, 68.089, 0.024, 0.033, 257.962, 208.387, 257.962, 208.387, 17.301, 8.5, 8.5, 1, 5.34, 
5.35, 18.23, 24.29, 69.46, 70.59, 7.518, 1.238, 0.078, 0.078, , 4.594, 998.296, 998.296, 998.296, 67.1, 0, 0, 225.611, 182.253, 225.611, 182.253, 68.462, 68.462, 0.024, 0.033, 257.935, 208.366, 257.935, 208.366, 17.291, 8.5, 8.5, 1, 5.39, 
5.4, 18.23, 24.29, 69.46, 70.59, 7.511, 1.238, 0.079, 0.079, , 4.619, 997.482, 997.482, 997.482, 67.1, 0, 0, 226.651, 183.093, 226.651, 183.093, 68.835, 68.835, 0.024, 0.033, 257.723, 208.196, 257.723, 208.196, 17.281, 8.5, 8.5, 1, 5.44, 
5.45, 18.23, 24.29, 69.46, 70.59, 7.505, 1.238, 0.079, 0.079, , 4.644, 996.668, 996.668, 996.668, 67.1, 0, 0, 227.691, 183.933, 227.691, 183.933, 69.208, 69.208, 0.024, 0.033, 257.511, 208.026, 257.511, 208.026, 17.271, 8.5, 8.5, 1, 5.49, 
5.5, 18.23, 24.29, 69.46, 70.591, 7.499, 1.238, 0.08, 0.08, , 4.669, 996.025, 996.025, 996.025, 67.1, 0, 0, 228.767, 184.802, 228.767, 184.802, 69.581, 69.581, 0.024, 0.033, 257.344, 207.891, 257.344, 207.891, 17.255, 8.5, 8.5, 1, 5.54, 
5.55, 18.23, 24.29, 69.46, 70.593, 7.495, 1.238, 0.081, 0.081, , 4.699, 995.478, 995.478, 995.478, 67.1, 0, 0, 229.865, 185.688, 229.865, 185.688, 70.026, 70.026, 0.024, 0.033, 257.202, 207.775, 257.202, 207.775, 17.165, 8.5, 8.5, 1, 5.59, 
5.6, 18.23, 24.29, 69.46, 70.594, 7.491, 1.238, 0.082, 0.082, , 4.736, 995.08, 995.08, 995.08, 67.1, 0, 0, 231.105, 186.69, 231.105, 186.69, 70.578, 70.578, 0.024, 0.033, 257.098, 207.69, 257.098, 207.69, 17.075, 8.5, 8.5, 1, 5.64, 
5.65, 18.23, 24.29, 69.46, 70.596, 7.493, 1.238, 0.084, 0.084, , 4.773, 995.357, 995.357, 995.357, 67.1, 0, 0, 232.994, 188.216, 232.994, 188.216, 71.13, 71.13, 0.024, 0.033, 257.17, 207.748, 257.17, 207.748, 16.985, 8.5, 8.5, 1, 5.69, 
5.7, 18.23, 24.29, 69.46, 70.597, 7.494, 1.238, 0.085, 0.085, , 4.799, 995.635, 995.635, 995.635, 67.1, 0, 0, 234.882, 189.743, 234.882, 189.743, 71.512, 71.512, 0.024, 0.033, 257.241, 207.805, 257.241, 207.805, 16.898, 8.5, 8.5, 1, 5.74, 
5.75, 18.23, 24.29, 69.46, 70.599, 7.492, 1.238, 0.086, 0.086, , 4.824, 995.365, 995.365, 995.365, 67.1, 0, 0, 236.192, 190.802, 236.192, 190.802, 71.882, 71.882, 0.024, 0.033, 257.173, 207.749, 257.173, 207.749, 16.95, 8.5, 8.5, 1, 5.79, 
5.8, 18.23, 24.29, 69.46, 70.6, 7.488, 1.238, 0.087, 0.087, , 4.849, 994.904, 994.904, 994.904, 67.1, 0, 0, 237.299, 191.696, 237.299, 191.696, 72.253, 72.253, 0.024, 0.033, 257.055, 207.653, 257.055, 207.653, 17.003, 8.5, 8.5, 1, 5.84, 
5.85, 18.23, 24.29, 69.46, 70.602, 7.48, 1.238, 0.088, 0.088, , 4.873, 993.913, 993.913, 993.913, 67.1, 0, 0, 238.275, 192.484, 238.275, 192.484, 72.624, 72.624, 0.024, 0.033, 256.8, 207.447, 256.8, 207.447, 17.055, 8.5, 8.5, 1, 5.89, 
5.9, 18.23, 24.29, 69.46, 70.603, 7.464, 1.238, 0.089, 0.089, , 4.898, 991.894, 991.894, 991.894, 67.1, 0, 0, 238.995, 193.066, 238.995, 193.066, 72.995, 72.995, 0.024, 0.033, 256.279, 207.025, 256.279, 207.025, 17.108, 8.5, 8.5, 1, 5.94, 
5.95, 18.23, 24.29, 69.46, 70.605, 7.449, 1.238, 0.09, 0.09, , 4.923, 989.874, 989.874, 989.874, 67.1, 0, 0, 239.715, 193.647, 239.715, 193.647, 73.364, 73.364, 0.024, 0.033, 255.758, 206.604, 255.758, 206.604, 17.209, 8.5, 8.5, 1, 5.99, 
6, 18.23, 24.29, 69.46, 70.607, 7.435, 1.238, 0.091, 0.091, , 4.947, 988.136, 988.136, 988.136, 67.1, 0, 0, 240.493, 194.274, 240.493, 194.274, 73.732, 73.732, 0.024, 0.033, 255.309, 206.241, 255.309, 206.241, 17.314, 8.5, 8.5, 1, 6.04, 
6.05, 18.23, 24.29, 69.46, 70.608, 7.421, 1.238, 0.092, 0.092, , 4.972, 986.409, 986.409, 986.409, 67.1, 0, 0, 241.273, 194.904, 241.273, 194.904, 74.1, 74.1, 0.024, 0.033, 254.863, 205.88, 254.863, 205.88, 17.418, 8.5, 8.5, 1, 6.09, 
6.1, 18.23, 24.29, 69.46, 70.61, 7.411, 1.238, 0.093, 0.093, , 4.997, 985.045, 985.045, 985.045, 67.1, 0, 0, 242.136, 195.599, 242.136, 195.599, 74.468, 74.468, 0.024, 0.033, 254.51, 205.595, 254.51, 205.595, 17.523, 8.5, 8.5, 1, 6.14, 
6.15, 18.23, 24.29, 69.46, 70.611, 7.402, 1.238, 0.094, 0.094, , 5.021, 983.903, 983.903, 983.903, 67.1, 0, 0, 243.048, 196.335, 243.048, 196.335, 74.835, 74.835, 0.024, 0.033, 254.214, 205.357, 254.214, 205.357, 17.554, 8.5, 8.5, 1, 6.19, 
6.2, 18.23, 24.29, 69.46, 70.613, 7.394, 1.238, 0.095, 0.095, , 5.046, 982.925, 982.925, 982.925, 67.1, 0, 0, 243.999, 197.102, 243.999, 197.102, 75.2, 75.2, 0.024, 0.033, 253.961, 205.153, 253.961, 205.153, 17.574, 8.5, 8.5, 1, 6.24, 
6.25, 18.23, 24.29, 69.46, 70.614, 7.389, 1.238, 0.096, 0.096, , 5.071, 982.332, 982.332, 982.332, 67.1, 0, 0, 245.04, 197.943, 245.04, 197.943, 75.565, 75.565, 0.024, 0.033, 253.807, 205.028, 253.807, 205.028, 17.595, 8.5, 8.5, 1, 6.29, 
6.3, 18.23, 24.29, 69.46, 70.616, 7.384, 1.238, 0.097, 0.097, , 5.095, 981.729, 981.729, 981.729, 67.1, 0, 0, 246.078, 198.781, 246.078, 198.781, 75.929, 75.929, 0.024, 0.033, 253.651, 204.902, 253.651, 204.902, 17.616, 8.5, 8.5, 1, 6.34, 
6.35, 18.23, 24.29, 69.461, 70.617, 7.376, 1.238, 0.098, 0.098, , 5.12, 980.678, 980.678, 980.678, 67.1, 0, 0, 246.983, 199.514, 246.983, 199.514, 76.293, 76.293, 0.024, 0.033, 253.381, 204.683, 253.381, 204.683, 17.587, 8.5, 8.5, 1, 6.39, 
6.4, 18.23, 24.29, 69.465, 70.619, 7.367, 1.238, 0.099, 0.099, , 5.144, 979.627, 979.627, 979.627, 67.1, 0, 0, 247.888, 200.246, 247.888, 200.246, 76.656, 76.656, 0.024, 0.033, 253.11, 204.464, 253.11, 204.464, 17.548, 8.5, 8.5, 1, 6.44, 
6.45, 18.23, 24.29, 69.469, 70.62, 7.354, 1.238, 0.1, 0.1, , 5.168, 977.904, 977.904, 977.904, 67.1, 0, 0, 248.621, 200.84, 248.621, 200.84, 77.019, 77.019, 0.024, 0.033, 252.666, 204.104, 252.666, 204.104, 17.508, 8.5, 8.5, 1, 6.49, 
6.5, 18.23, 24.29, 69.473, 70.622, 7.338, 1.238, 0.101, 0.101, , 5.193, 975.946, 975.946, 975.946, 67.1, 0, 0, 249.294, 201.384, 249.294, 201.384, 77.383, 77.383, 0.024, 0.033, 252.16, 203.695, 252.16, 203.695, 17.468, 8.5, 8.5, 1, 6.54, 
6.55, 18.23, 24.29, 69.478, 70.623, 7.323, 1.238, 0.102, 0.102, , 5.217, 973.96, 973.96, 973.96, 67.1, 0, 0, 249.955, 201.92, 249.955, 201.92, 77.748, 77.748, 0.024, 0.033, 251.646, 203.28, 251.646, 203.28, 17.423, 8.5, 8.5, 1, 6.59, 
6.6, 18.23, 24.29, 69.482, 70.625, 7.307, 1.238, 0.103, 0.103, , 5.242, 971.946, 971.946, 971.946, 67.1, 0, 0, 250.605, 202.445, 250.605, 202.445, 78.112, 78.112, 0.024, 0.033, 251.125, 202.86, 251.125, 202.86, 17.376, 8.5, 8.5, 1, 6.64, 
6.65, 18.23, 24.29, 69.486, 70.627, 7.292, 1.238, 0.104, 0.104, , 5.266, 969.959, 969.959, 969.959, 67.1, 0, 0, 251.255, 202.971, 251.255, 202.971, 78.474, 78.474, 0.024, 0.033, 250.61, 202.446, 250.61, 202.446, 17.328, 8.5, 8.5, 1, 6.69, 
6.7, 18.23, 24.29, 69.49, 70.628, 7.277, 1.238, 0.105, 0.105, , 5.29, 968.033, 968.033, 968.033, 67.1, 0, 0, 251.905, 203.495, 251.905, 203.495, 78.835, 78.835, 0.024, 0.033, 250.112, 202.045, 250.112, 202.045, 17.281, 8.5, 8.5, 1, 6.74, 
6.75, 18.23, 24.29, 69.495, 70.63, 7.262, 1.238, 0.107, 0.107, , 5.314, 966.116, 966.116, 966.116, 67.1, 0, 0, 252.557, 204.02, 252.557, 204.02, 79.195, 79.195, 0.024, 0.033, 249.616, 201.645, 249.616, 201.645, 17.243, 8.5, 8.5, 1, 6.79, 
6.8, 18.23, 24.29, 69.499, 70.629, 7.247, 1.238, 0.108, 0.108, , 5.338, 964.28, 964.28, 964.28, 67.1, 0, 0, 253.222, 204.557, 253.222, 204.557, 79.554, 79.554, 0.024, 0.033, 249.142, 201.262, 249.142, 201.262, 17.209, 8.5, 8.5, 1, 6.84, 
6.85, 18.23, 24.29, 69.503, 70.629, 7.233, 1.238, 0.109, 0.109, , 5.362, 962.444, 962.444, 962.444, 67.1, 0, 0, 253.887, 205.094, 253.887, 205.094, 79.912, 79.912, 0.024, 0.033, 248.668, 200.88, 248.668, 200.88, 17.176, 8.5, 8.5, 1, 6.89, 
6.9, 18.23, 24.29, 69.507, 70.628, 7.222, 1.238, 0.11, 0.11, , 5.386, 961.009, 961.009, 961.009, 67.1, 0, 0, 254.637, 205.701, 254.637, 205.701, 80.27, 80.27, 0.024, 0.033, 248.298, 200.58, 248.298, 200.58, 17.142, 8.5, 8.5, 1, 6.94, 
6.95, 18.23, 24.29, 69.512, 70.627, 7.211, 1.238, 0.111, 0.111, , 5.41, 959.6, 959.6, 959.6, 67.1, 0, 0, 255.394, 206.312, 255.394, 206.312, 80.627, 80.627, 0.024, 0.033, 247.933, 200.285, 247.933, 200.285, 17.14, 8.5, 8.5, 1, 6.99, 
7, 18.23, 24.29, 69.516, 70.626, 7.198, 1.238, 0.112, 0.112, , 5.434, 957.991, 957.991, 957.991, 67.1, 0, 0, 256.093, 206.877, 256.093, 206.877, 80.983, 80.983, 0.024, 0.033, 247.517, 199.949, 247.517, 199.949, 17.156, 8.5, 8.5, 1, 7.04, 
7.05, 18.23, 24.29, 69.52, 70.626, 7.185, 1.238, 0.113, 0.113, , 5.458, 956.326, 956.326, 956.326, 67.1, 0, 0, 256.777, 207.429, 256.777, 207.429, 81.339, 81.339, 0.024, 0.033, 247.086, 199.601, 247.086, 199.601, 17.172, 8.5, 8.5, 1, 7.09, 
7.1, 18.23, 24.29, 69.524, 70.625, 7.174, 1.238, 0.114, 0.114, , 5.482, 954.934, 954.934, 954.934, 67.1, 0, 0, 257.523, 208.031, 257.523, 208.031, 81.695, 81.695, 0.024, 0.033, 246.726, 199.311, 246.726, 199.311, 17.188, 8.5, 8.5, 1, 7.14, 
7.15, 18.23, 24.29, 69.529, 70.624, 7.164, 1.238, 0.115, 0.115, , 5.506, 953.682, 953.682, 953.682, 67.1, 0, 0, 258.299, 208.658, 258.299, 208.658, 82.049, 82.049, 0.024, 0.033, 246.402, 199.05, 246.402, 199.05, 17.238, 8.5, 8.5, 1, 7.19, 
7.2, 18.23, 24.29, 69.533, 70.623, 7.147, 1.238, 0.117, 0.117, , 5.53, 951.514, 951.514, 951.514, 67.1, 0, 0, 258.822, 209.08, 258.822, 209.08, 82.403, 82.403, 0.024, 0.033, 245.842, 198.598, 245.842, 198.598, 17.312, 8.5, 8.5, 1, 7.24, 
7.25, 18.23, 24.29, 69.537, 70.622, 7.124, 1.238, 0.118, 0.118, , 5.553, 948.566, 948.566, 948.566, 67.1, 0, 0, 259.128, 209.327, 259.128, 209.327, 82.756, 82.756, 0.024, 0.033, 245.081, 197.982, 245.081, 197.982, 17.386, 8.5, 8.5, 1, 7.29, 
7.3, 18.23, 24.29, 69.541, 70.622, 7.103, 1.238, 0.119, 0.119, , 5.577, 945.848, 945.848, 945.848, 67.1, 0, 0, 259.485, 209.616, 259.485, 209.616, 83.109, 83.109, 0.024, 0.033, 244.38, 197.415, 244.38, 197.415, 17.459, 8.5, 8.5, 1, 7.34, 
7.35, 18.23, 24.29, 69.545, 70.621, 7.084, 1.238, 0.12, 0.12, , 5.601, 943.401, 943.401, 943.401, 67.1, 0, 0, 259.902, 209.954, 259.902, 209.954, 83.461, 83.461, 0.024, 0.033, 243.748, 196.904, 243.748, 196.904, 17.518, 8.5, 8.5, 1, 7.39, 
7.4, 18.23, 24.29, 69.55, 70.62, 7.062, 1.238, 0.121, 0.121, , 5.624, 940.578, 940.578, 940.578, 67.1, 0, 0, 260.212, 210.205, 260.212, 210.205, 83.812, 83.812, 0.024, 0.033, 243.02, 196.314, 243.02, 196.314, 17.564, 8.5, 8.5, 1, 7.44, 
7.45, 18.23, 24.29, 69.554, 70.619, 7.036, 1.238, 0.122, 0.122, , 5.647, 937.141, 937.141, 937.141, 67.1, 0, 0, 260.347, 210.314, 260.347, 210.314, 84.162, 84.162, 0.024, 0.033, 242.132, 195.597, 242.132, 195.597, 17.609, 8.5, 8.5, 1, 7.49, 
7.5, 18.23, 24.29, 69.558, 70.619, 7.015, 1.238, 0.123, 0.123, , 5.671, 934.398, 934.398, 934.398, 67.1, 0, 0, 260.667, 210.573, 260.667, 210.573, 84.51, 84.51, 0.024, 0.033, 241.424, 195.024, 241.424, 195.024, 17.654, 8.5, 8.5, 1, 7.54, 
7.55, 18.23, 24.29, 69.562, 70.618, 7.004, 1.238, 0.125, 0.125, , 5.694, 933.001, 933.001, 933.001, 67.1, 0, 0, 261.345, 211.12, 261.345, 211.12, 84.857, 84.857, 0.024, 0.033, 241.063, 194.734, 241.063, 194.734, 17.649, 8.5, 8.5, 1, 7.59, 
7.6, 18.23, 24.29, 69.567, 70.617, 6.99, 1.238, 0.126, 0.126, , 5.717, 931.259, 931.259, 931.259, 67.1, 0, 0, 261.922, 211.586, 261.922, 211.586, 85.202, 85.202, 0.024, 0.033, 240.612, 194.371, 240.612, 194.371, 17.579, 8.5, 8.5, 1, 7.64, 
7.65, 18.23, 24.29, 69.57, 70.616, 6.97, 1.238, 0.127, 0.127, , 5.741, 928.711, 928.711, 928.711, 67.1, 0, 0, 262.262, 211.859, 262.262, 211.859, 85.547, 85.547, 0.024, 0.033, 239.954, 193.839, 239.954, 193.839, 17.51, 8.5, 8.5, 1, 7.69, 
7.7, 18.23, 24.29, 69.57, 70.616, 6.949, 1.238, 0.128, 0.128, , 5.764, 926.032, 926.032, 926.032, 67.1, 0, 0, 262.559, 212.099, 262.559, 212.099, 85.894, 85.894, 0.024, 0.033, 239.262, 193.28, 239.262, 193.28, 17.44, 8.5, 8.5, 1, 7.74, 
